AGENCY,DESCRIPTION,UPLOADED ON,LINK,VALUE
DEPARTMENT OF ENERGY,MULTICULTURAL COMMUNICATIONS SUPPORT SERVICES,2/27/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8900&PIID=89303024CSE000001&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,"$895,280 "
DEPARTMENT OF ENERGY,"THE CONTRACTOR SHALL PROVIDE WRITER/EDITORIAL SUPPORT COMMUNICATIONS SUPPORT TRIBAL ENGAGEMENT, OUTREACH, CONFERENCE, EVENT PLANNING AND ADMINISTRATIVE SUPPORT.",2/27/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8900&PIID=89303023CIE000003&modNumber=P00005&idvAgencyID=&idvPIID=&contractType=AWARD,"$4,815,785 "
DEPARTMENT OF ENERGY,THE PURPOSE OF THIS ACTION IS TO PROVIDE SUPPORT TO THE OFFICE OF TECHNOLOGY TRANSITIONS (OTT) FOR INTEGRATED CONSULTING AND DATA MANAGEMENT.,2/27/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8900&PIID=89303022CTT000002&modNumber=P00014&idvAgencyID=&idvPIID=&contractType=AWARD,"$4,000,000 "
DEPARTMENT OF ENERGY,"SBIR/STTR SUPPORT SERVICES TO THE DEPARTMENT OF ENERGY (DOE), SMALL BUSINESS INNOVATION RESEARCH (SBIR) AND SMALL BUSINESS TECHNOLOGY TRANSFER (STTR) PROGRAMS OFFICE.",2/27/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8900&PIID=89243123CSC000133&modNumber=P00006&idvAgencyID=&idvPIID=&contractType=AWARD,"$2,810,519 "
DEPARTMENT OF ENERGY,"BPA CALL ORDER FOR PROJECT MANAGEMENT CAREER DEVELOPMENT PROGRAM (PMCDP) TRAINING AND ANCILLARY SERVICES AGAINST THE DOE ACMP/PMCDP MULTIPLE-AWARD BPA. PERIOD OF PERFORMANCE 01/20/2023 TO 09/30/2025, CONSISTING OF A BASE AND TWO OPTION PERIODS.",2/27/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8900&PIID=89303023FPM000001&modNumber=P00008&idvAgencyID=&idvPIID=89303021AMA000022&contractType=AWARD,"$3,921,240 "
DEPARTMENT OF ENERGY,THIS NEW TASK ORDER IS TO OBTAIN HR INFRASTRUCTURE TALENT ACQUISITION & OUTREACH SUPPORT SERVICES. PERIOD OF PERFORMANCE 02/22/2022 TO 02/21/2027 THIS IS A TIME-AND-MATERIAL TASK ORDER ISSUED AGAINST GSA SCHEDULE CONTRACT GS-02F-0156AA. TASK A,2/27/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8900&PIID=89303022FHC400018&modNumber=P00019&idvAgencyID=&idvPIID=GS02F156AA&contractType=AWARD,"$29,904,159 "
DEPARTMENT OF HEALTH AND HUMAN SERVICES,DEVELOP AN AGGRESSIVE STRATEGIC PLAN WITH MEASURABLE GOALS AND OBJECTIVES TO ASSESS THE IL T&TA EFFECTIVENESS AND DEMONSTRATE IMPROVEMENTS IN IL GRANTEE OUTCOMES. RESPONSIBLE FOR COORDINATING AND PARTNERING WITH OTHER IL T&TA CENTERS FUNDED B,2/26/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7570&PIID=75P00124C00048&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,"$5,374 "
DEPARTMENT OF HEALTH AND HUMAN SERVICES,"Perform DFN FFC simulations for a set of wells, including the number of wells on a pad per well pad, statistical evaluations, and interpretations on hypothetical inflows to a mine",2/13/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124P19335&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,"$7,150 "
DEPARTMENT OF HEALTH AND HUMAN SERVICES,ONE-ON-ONE-GUIDANCE FOR SENIOR STAFF TO ASSIST WITH MEETING SHORT-TERM AND LONG-TERM GOALS,2/7/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N98024F00017&modNumber=P00002&idvAgencyID=&idvPIID=75N98023D00042&contractType=AWARD,"$34,937 "
DEPARTMENT OF HEALTH AND HUMAN SERVICES,DEIA Workshops Training,1/29/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40123F19067&modNumber=P00002&idvAgencyID=&idvPIID=75F40122A00009&contractType=AWARD,"$44,942 "
DEPARTMENT OF HEALTH AND HUMAN SERVICES,TO 56 SERVICES OF ABOVE STANDARD EQUIPMENT AT THE FDA WHITE OAK CAMPUS - BLDG. 2 ROOM G301 REPLACE VALVE B-11,2/21/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40124F19056&modNumber=P00001&idvAgencyID=&idvPIID=75F40119A10003&contractType=AWARD,"$47,799 "
DEPARTMENT OF HEALTH AND HUMAN SERVICES,"HUMAN CAPITAL ENTERPRISE DIGITAL PLATFORM SUBSCRIPTION ? PROFESSIONAL DIVERSITY NETWORKAUTOMATED FULL JOB FEED/SCRAPE TO THE ENTIRE PDN NETWORK AND PARTNERS (NAACP, NATIONAL URBAN LEAGUE, TECHLATINO, ETC), INCLUDES A DEDICATED CUSTOMER SUCCESS RE",2/7/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7570&PIID=75P00124P00072&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,"$48,500 "
DEPARTMENT OF HEALTH AND HUMAN SERVICES,Leadership Training Coaching and Team Building,2/28/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40124F19016&modNumber=P00001&idvAgencyID=&idvPIID=75F40119A10002&contractType=AWARD,"$51,200 "
DEPARTMENT OF HEALTH AND HUMAN SERVICES,Executive coaching,2/21/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N98024F00015&modNumber=P00001&idvAgencyID=&idvPIID=75N98023D00042&contractType=AWARD,"$55,619 "
DEPARTMENT OF HEALTH AND HUMAN SERVICES,MCHB62 C 5260 SECRETARY'S REPORT ON NEWBORN SCREENING ACTIVITIES FOR 2023 AND 2024,2/28/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7526&PIID=75R60224F80093&modNumber=P00002&idvAgencyID=&idvPIID=GS10F176AA&contractType=AWARD,"$57,503 "
DEPARTMENT OF HEALTH AND HUMAN SERVICES,PRIDE POPULATION RESEARCH IN IDENTITY AND DISPARITIES FOR EQUALITY,2/27/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30123P16940&modNumber=P00003&idvAgencyID=&idvPIID=&contractType=AWARD,"$64,707 "
DEPARTMENT OF HEALTH AND HUMAN SERVICES,QUALITATIVE ANALYSIS OF HAUL TRUCK OPERATION COGNITIVE TASK ANALYSIS,2/13/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30123P16767&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,"$65,172 "
DEPARTMENT OF HEALTH AND HUMAN SERVICES,"THE PURPOSE OF THIS DOCUMENT IS TO PURCHASE THE ONLINE PUBLICATION POLITICO PRO SUBSCRIPTION SERVICES. THE CTP/OCD REQUIRES THE ONLINE SUBSCRIPTION SYSTEM ACCESS TO RECEIVE BREAKING NEWS AND REAL TIME REPORTING, EXCLUSIVE CONTENT, AND TO TRACK FEDERA",2/20/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40122P00022&modNumber=P00005&idvAgencyID=&idvPIID=&contractType=AWARD,"$65,703 "
DEPARTMENT OF HEALTH AND HUMAN SERVICES,ADVANCE LEADERSHIP & CULTURE DEVELOPMENT TRAINING,2/10/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124F19892&modNumber=P00002&idvAgencyID=&idvPIID=47QRAA18D00F1&contractType=AWARD,"$77,600 "
DEPARTMENT OF HEALTH AND HUMAN SERVICES,ONE-ON-ONE-GUIDANCE FOR SENIOR STAFF TO ASSIST WITH MEETING SHORT-TERM AND LONG-TERM GOALS,2/7/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N98024F00016&modNumber=P00002&idvAgencyID=&idvPIID=75N98023D00042&contractType=AWARD,"$79,486 "
DEPARTMENT OF HEALTH AND HUMAN SERVICES,BANNER STAFFING LLC:1159549 [25-000229],2/7/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N92E25F00007&modNumber=P00001&idvAgencyID=&idvPIID=47QRAA24D00CY&contractType=AWARD,"$84,297 "
DEPARTMENT OF HEALTH AND HUMAN SERVICES,ON-LINE LEGISLETIVE TRACKING SERVICES,2/25/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124C18804&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,"$99,540 "
DEPARTMENT OF HEALTH AND HUMAN SERVICES,TRANSLATING KNOWLEDGE TO ACTION: FACILITATING IMPLEMATATION OF THE CHW FINANCIAL SUSTAINABILITY FRAMEWORK,2/24/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30123P18077&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,"$250,000 "
DEPARTMENT OF HEALTH AND HUMAN SERVICES,HR Assistant Services,2/13/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124F00003&modNumber=P00002&idvAgencyID=&idvPIID=75D30124D18711&contractType=AWARD,"$257,729 "
DEPARTMENT OF HEALTH AND HUMAN SERVICES,ADMIN SUPPORT FOR OEEOWE,2/28/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124F20044&modNumber=P00003&idvAgencyID=&idvPIID=75D30120A07339&contractType=AWARD,"$308,223 "
DEPARTMENT OF HEALTH AND HUMAN SERVICES,Coaching Services for OFBA Staff,2/19/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40124F19004&modNumber=P00001&idvAgencyID=&idvPIID=75F40123A00010&contractType=AWARD,"$320,843 "
DEPARTMENT OF HEALTH AND HUMAN SERVICES,VSCP - VERMONT,2/26/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30120F00005&modNumber=P00008&idvAgencyID=&idvPIID=75D30120D08856&contractType=AWARD,"$357,008 "
DEPARTMENT OF HEALTH AND HUMAN SERVICES,"DDT ANALYZING, DEVELOPING & IMPLEMENTING CONTRACT PORTFOLIO MAINT SPT SVCS",2/26/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30123F18290&modNumber=P00004&idvAgencyID=&idvPIID=75D30120A07339&contractType=AWARD,"$376,047 "
DEPARTMENT OF HEALTH AND HUMAN SERVICES,EXAMINING THE IMPLEMENTATION OF STATE TELEHEALTH POLICY,2/24/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30123F16330&modNumber=P00002&idvAgencyID=&idvPIID=GS00Q14OADU119&contractType=AWARD,"$407,202 "
DEPARTMENT OF HEALTH AND HUMAN SERVICES,"APPLICA SOLUTIONS INC: SPACE PLANNING, DESIGN AND RECONFIGURATIONS IN ALIGNMENT WITH THE NEW AND FLUID REALITIES WITH RESPECT TO TELEWORK, OFFICE SHARING, AND DISTANCING, AND PROCURE FURNISHINGS THAT ENSURE CONTINUITY ACROSS SPACES WHILE ALIGNING WIT",2/7/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N98023F00339&modNumber=P00003&idvAgencyID=&idvPIID=47QSMA20D08NJ&contractType=AWARD,"$449,999 "
DEPARTMENT OF HEALTH AND HUMAN SERVICES,"Environmental Sustainability Program Consultant: The purpose of this contract is to provide the Indian Health Service (IHS), Office of Environmental Health and Engineering (OEHE), a consultant that can assist with management of the IHS Sustainability Program, facilitation of the IHS Sustainability Advisory Board (SAB) meetings, and provide sustainability, energy, and water audits at Service Units throughout IHS. The consultant shall provide professional oversight and technical expertise in the best practices of environmental sustainability.",2/6/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7527&PIID=75H70122F80003&modNumber=P00007&idvAgencyID=&idvPIID=47QRAA18D00DH&contractType=AWARD,"$473,797 "
DEPARTMENT OF HEALTH AND HUMAN SERVICES,THE CONTRACTOR SHALL PROVIDE SERVICES TO IMPLEMENT NEW FEATURES AND PRODUCTS SUPPORTING THE EXISTING SYSTEMS IN ACCORDANCE WITH THE STATEMENT OF WORK.,2/21/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40121F19001&modNumber=P00004&idvAgencyID=&idvPIID=75F40119D10026&contractType=AWARD,"$580,877 "
DEPARTMENT OF HEALTH AND HUMAN SERVICES,Survey Administration and Medicaid Data Linking Services,2/23/25,https://www.fpds.gov/ezsearch/fpdsportal?indexName=awardfull&templateName=1.5.3&s=FPDS.GOV&q=47QFEA24F0004&x=11&y=15,"$704,602 "
DEPARTMENT OF HEALTH AND HUMAN SERVICES,FUTURE OF WORK BPA CALL - NCCDPHP/DDT,2/24/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30122F14994&modNumber=P00004&idvAgencyID=&idvPIID=75D30120A07341&contractType=AWARD,"$737,106 "
DEPARTMENT OF HEALTH AND HUMAN SERVICES,Retail scanner data for tobacco and cessation products,2/24/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30122C15327&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=AWARD,"$857,149 "
DEPARTMENT OF HEALTH AND HUMAN SERVICES,EVALUATION METHODS,2/24/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30123F17206&modNumber=P00002&idvAgencyID=&idvPIID=GS00Q14OADU213&contractType=AWARD,"$898,210 "
DEPARTMENT OF HEALTH AND HUMAN SERVICES,SUPPORT FOR SCIENTIFIC SERVICES TO OND/ODES/DCOA IN DEVELOPING GUIDANCE ON THE INCLUSION OF DIGITAL HEALTH TECHNOLOGIES (DHTS) TO ASSESS PATIENT-CENTERED CLINICAL OUTCOMES UNDER INVESTIGATIONAL NEW DRUGS (INDS),2/28/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40123F80318&modNumber=P00003&idvAgencyID=&idvPIID=GS00F110GA&contractType=AWARD,"$949,018 "
DEPARTMENT OF HEALTH AND HUMAN SERVICES,Support Services Contract,2/13/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30122C14777&modNumber=P00005&idvAgencyID=&idvPIID=&contractType=AWARD,"$993,143 "
DEPARTMENT OF HEALTH AND HUMAN SERVICES,QUALITY ASSURANCE AND CONTROL SUPPORT,2/28/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7590&PIID=75ACF121C00092&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=AWARD,"$2,503,364 "
DEPARTMENT OF HEALTH AND HUMAN SERVICES,"RECRUITMENT SERVICES FOR OND CLINICAL OFFICES/DIVISIONS, OFFICE OF DRUG EVALUATION SCIENCES, AND PHARM/TOX DISCIPLINES.",2/7/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40123F19004&modNumber=P00004&idvAgencyID=&idvPIID=75F40122A00006&contractType=AWARD,"$2,900,000 "
DEPARTMENT OF HEALTH AND HUMAN SERVICES,"DIRECT 8(A) AWARD OF A 12-MONTH BASE, LABOR HOUR TYPE CONTRACT TO ANEON BRILLIENT FOR THE CENTER FOR DRUG EVALUATION AND RESEARCH (CDER) FOR PROFESSIONAL SERVICES SUPPORT.",2/26/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40124C00111&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,"$3,266,346 "
DEPARTMENT OF HEALTH AND HUMAN SERVICES,LITERATURE ANALYSIS FOR CDRH.,2/28/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40123C00033&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,"$3,885,609 "
DEPARTMENT OF HEALTH AND HUMAN SERVICES,STATE AND TRIBAL TECHNICAL ASSISTANCE AND RESOURCES (STAR) TRAINING AND TECHNICAL ASSISTANCE FOR TANF PROGRAMS,2/18/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7590&PIID=75ACF122C00029&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,"$3,953,741 "
DEPARTMENT OF HEALTH AND HUMAN SERVICES,TRANSLATION SERVICES AND SMALL SCALE EVENT LOGISTICS,2/24/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7590&PIID=75ACF124D00006&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=IDV,"$4,249,715 "
DEPARTMENT OF HEALTH AND HUMAN SERVICES,DEIA Training,1/23/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N92021F00264&modNumber=P00008&idvAgencyID=&idvPIID=47QRAA18D001P&contractType=AWARD,"$4,779,970 "
DEPARTMENT OF HEALTH AND HUMAN SERVICES,RESPIRATORY PROTECTIVE DEVICES - ON-SITE COMPLIANCE AUDIT ASSISTANCE,2/26/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30120F00004&modNumber=P00011&idvAgencyID=&idvPIID=75D30120D08856&contractType=AWARD,"$4,945,852 "
DEPARTMENT OF HEALTH AND HUMAN SERVICES,STAR RECOMPETE,2/18/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7590&PIID=75ACF123F80058&modNumber=P00001&idvAgencyID=&idvPIID=GS10F0064W&contractType=AWARD,"$4,972,707 "
DEPARTMENT OF HEALTH AND HUMAN SERVICES,PAYMENT STANDARDIZATION CALCULATION AND APPLICATION,2/28/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7530&PIID=75FCMC19F0080&modNumber=P00009&idvAgencyID=&idvPIID=GS10F0133S&contractType=AWARD,"$5,304,198 "
DEPARTMENT OF HEALTH AND HUMAN SERVICES,"THE BFCC SC CONTRACTOR SHALL ADMINISTER SURVEYS, COLLECT CUSTOMER SERVICE EXPERIENCE USING SURVEYS THAT TARGET STAKEHOLDERS ENGAGED WITH THE BFCC-QIOS OR ANY OTHER CMS QUALITY IMPROVEMENT CONTRACTORS. THE BFCC SC SERVICES ARE NATIONAL IN SCOPE AND CO",2/24/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7530&PIID=75FCMC20F0096&modNumber=P00007&idvAgencyID=&idvPIID=GS10F053BA&contractType=AWARD,"$9,302,407 "
DEPARTMENT OF HEALTH AND HUMAN SERVICES,"THE PURPOSE OF THIS CONTRACT ACTION IS TO EXECUTE TO #6 UNDER THE BLANKET PURCHASE AGREEMENT TO DETERMINE THE FINANCIAL POSITION OF A MEDICARE PROVIDER ('DEBTOR') REGARDING THE DEBTOR'S CAPABILITY TO REPAY ITS MEDICARE DEBT(S). A ONE YEAR PERIOD OF PERFORMANCE IS NEEDED FOR THIS ACTION, AND THIS ONE YEAR BASE PERIOD WILL BEGIN ON DATE OF AWARD.",2/18/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7530&PIID=75FCMC18F0004&modNumber=P00013&idvAgencyID=&idvPIID=GS10F0069X&contractType=AWARD,"$66,089,791 "
DEPARTMENT OF HEALTH AND HUMAN SERVICES,Politico Subscription Service 11 Users,2/7/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124P18978&modNumber=P00003&idvAgencyID=&idvPIID=&contractType=AWARD,"$48,675 "
DEPARTMENT OF HEALTH AND HUMAN SERVICES,HEALTH OUTREACH AND RESEARCH TO IMPROVE HEALTH EQUITY FOR RACIAL AND ETHNIC MINORITIES AND TRIBAL POPULATIONS,2/7/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40122C00207&modNumber=P00006&idvAgencyID=&idvPIID=&contractType=AWARD,"$4,500,000 "
DEPARTMENT OF HEALTH AND HUMAN SERVICES,"THE PURPOSE OF REQUIREMENT IS TO PROVIDE A VARIETY OF SUPPORT WITH CUSTOMER EXPERIENCE ANDINNOVATION SERVICES, EMPLOYEE EXPERIENCE EFFORTS, AND STRATEGIC PLANNING ACROSS ACF, MANAGEDBY AND REPORTING TO THE OFFICE OF ADMINISTRATION (OA) AND IMMED",2/24/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7590&PIID=75ACF122F59003&modNumber=P00005&idvAgencyID=&idvPIID=75ACF121A00005&contractType=AWARD,"$3,953,514 "
